     0.00383071	      0.0033658	     0.00345565	     0.00259675	     0.00420927	     0.00452918	     0.00383071	      0.0033658	              0	              0	              0	              0	              0	              0	              0	              0	     0.00654828	     0.00520157	     0.00572326	     0.00368223	      0.0131107	      0.0134628	     0.00899262	     0.00545743	     0.00381781	     0.00267652	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00284587	     0.00264687	     0.00520157	     0.00654828	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00545743	     0.00899262	     0.00284587	     0.00264687	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00381781	     0.00267652
     0.00336802	     0.00267525	     0.00259222	     0.00186848	     0.00452918	     0.00420927	     0.00336802	     0.00267525	              0	              0	              0	              0	              0	              0	              0	              0	     0.00853658	     0.00571628	      0.0051443	     0.00320291	      0.0313046	      0.0180303	     0.00658347	     0.00403878	     0.00240539	     0.00156161	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00193813	     0.00166557	     0.00571628	     0.00853658	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00403878	     0.00658347	     0.00193813	     0.00166557	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00240539	     0.00156161
     0.00267525	     0.00336802	     0.00420927	     0.00452918	     0.00186848	     0.00259222	     0.00267525	     0.00336802	              0	              0	              0	              0	              0	              0	              0	              0	     0.00166557	     0.00193813	     0.00259083	     0.00248645	     0.00103409	     0.00169233	     0.00156161	     0.00240539	     0.00403878	     0.00658347	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00571628	     0.00853658	     0.00193813	     0.00166557	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00240539	     0.00156161	     0.00571628	     0.00853658	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00403878	     0.00658347
      0.0033658	     0.00383071	     0.00452918	     0.00420927	     0.00259675	     0.00345565	      0.0033658	     0.00383071	              0	              0	              0	              0	              0	              0	              0	              0	     0.00264687	     0.00284587	     0.00378638	     0.00318075	     0.00152861	     0.00300266	     0.00267652	     0.00381781	     0.00545743	     0.00899262	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00520157	     0.00654828	     0.00284587	     0.00264687	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00381781	     0.00267652	     0.00520157	     0.00654828	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00545743	     0.00899262
     0.00251257	     0.00264567	     0.00383071	      0.0033658	     0.00267525	     0.00336802	     0.00420927	     0.00452918	              0	              0	              0	              0	              0	              0	              0	              0	     0.00319733	     0.00359341	     0.00654828	     0.00520157	      0.0026566	     0.00519859	      0.0131107	      0.0134628	      0.0018002	     0.00158457	     0.00381781	     0.00267652	     0.00209479	     0.00275831	     0.00318075	     0.00378638	     0.00248645	     0.00259083	     0.00240539	     0.00156161	     0.00199317	     0.00241412	     0.00166177	     0.00123849	      0.0049604	     0.00498705	      0.0112327	      0.0047545	     0.00571628	     0.00853658	      0.0180303	      0.0313046
     0.00264567	     0.00251257	     0.00336802	     0.00267525	      0.0033658	     0.00383071	     0.00452918	     0.00420927	              0	              0	              0	              0	              0	              0	              0	              0	     0.00498705	      0.0049604	     0.00853658	     0.00571628	      0.0047545	      0.0112327	      0.0313046	      0.0180303	     0.00166177	     0.00123849	     0.00240539	     0.00156161	     0.00199317	     0.00241412	     0.00248645	     0.00259083	     0.00318075	     0.00378638	     0.00381781	     0.00267652	     0.00209479	     0.00275831	      0.0018002	     0.00158457	     0.00359341	     0.00319733	     0.00519859	      0.0026566	     0.00520157	     0.00654828	      0.0134628	      0.0131107
     0.00704484	     0.00494438	     0.00428868	     0.00284806	      0.0172936	      0.0112487	     0.00483592	      0.0032358	     0.00318075	     0.00378638	     0.00381781	     0.00267652	     0.00209479	     0.00275831	      0.0018002	     0.00158457	              0	              0	              0	              0	              0	              0	              0	              0	     0.00394623	     0.00327973	     0.00302343	     0.00223097	     0.00436922	     0.00436922	     0.00325251	      0.0027613	      0.0180303	      0.0313046	      0.0112327	      0.0047545	     0.00571628	     0.00853658	      0.0049604	     0.00498705	     0.00259083	     0.00248645	     0.00241412	     0.00199317	     0.00156161	     0.00240539	     0.00123849	     0.00166177
     0.00803994	     0.00597349	     0.00658347	     0.00403878	      0.0271147	      0.0202471	      0.0113188	      0.0063533	     0.00248645	     0.00259083	     0.00240539	     0.00156161	     0.00199317	     0.00241412	     0.00166177	     0.00123849	              0	              0	              0	              0	              0	              0	              0	              0	     0.00325251	      0.0027613	     0.00302343	     0.00223097	     0.00436922	     0.00436922	     0.00394623	     0.00327973	      0.0134628	      0.0131107	     0.00519859	      0.0026566	     0.00520157	     0.00654828	     0.00359341	     0.00319733	     0.00378638	     0.00318075	     0.00275831	     0.00209479	     0.00267652	     0.00381781	     0.00158457	      0.0018002
     0.00445262	     0.00444783	     0.00704484	     0.00494438	     0.00429624	     0.00898499	      0.0172936	      0.0112487	     0.00284587	     0.00264687	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00381781	     0.00267652	              0	              0	              0	              0	              0	              0	              0	              0	     0.00297744	     0.00297744	     0.00394623	     0.00327973	     0.00327973	     0.00394623	     0.00436922	     0.00436922	     0.00381781	     0.00267652	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00284587	     0.00264687	     0.00654828	     0.00520157	     0.00572326	     0.00368223	      0.0131107	      0.0134628	     0.00899262	     0.00545743
     0.00372567	     0.00410488	     0.00803994	     0.00597349	     0.00278869	     0.00733448	      0.0271147	      0.0202471	     0.00193813	     0.00166557	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00240539	     0.00156161	              0	              0	              0	              0	              0	              0	              0	              0	     0.00218259	     0.00218259	     0.00325251	      0.0027613	      0.0027613	     0.00325251	     0.00436922	     0.00436922	     0.00240539	     0.00156161	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00193813	     0.00166557	     0.00853658	     0.00571628	      0.0051443	     0.00320291	      0.0313046	      0.0180303	     0.00658347	     0.00403878
     0.00270637	     0.00240119	     0.00200882	     0.00164911	     0.00151133	     0.00228779	     0.00129557	     0.00134424	     0.00571628	     0.00853658	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00403878	     0.00658347	              0	              0	              0	              0	              0	              0	              0	              0	     0.00436922	     0.00436922	     0.00325251	      0.0027613	      0.0027613	     0.00325251	     0.00218259	     0.00218259	     0.00403878	     0.00658347	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00571628	     0.00853658	     0.00166557	     0.00193813	     0.00259083	     0.00248645	     0.00103409	     0.00169233	     0.00156161	     0.00240539
      0.0036706	     0.00326609	     0.00318121	     0.00244976	     0.00272027	     0.00393799	     0.00194565	     0.00231852	     0.00520157	     0.00654828	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00545743	     0.00899262	              0	              0	              0	              0	              0	              0	              0	              0	     0.00436922	     0.00436922	     0.00394623	     0.00327973	     0.00327973	     0.00394623	     0.00297744	     0.00297744	     0.00545743	     0.00899262	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00520157	     0.00654828	     0.00264687	     0.00284587	     0.00378638	     0.00318075	     0.00152861	     0.00300266	     0.00267652	     0.00381781
     0.00207872	     0.00225754	     0.00270637	     0.00240119	    0.000971816	     0.00205394	     0.00151133	     0.00228779	      0.0049604	     0.00498705	      0.0112327	      0.0047545	     0.00571628	     0.00853658	      0.0180303	      0.0313046	              0	              0	              0	              0	              0	              0	              0	              0	     0.00327973	     0.00394623	     0.00436922	     0.00436922	     0.00223097	     0.00302343	      0.0027613	     0.00325251	      0.0018002	     0.00158457	     0.00381781	     0.00267652	     0.00209479	     0.00275831	     0.00318075	     0.00378638	     0.00319733	     0.00359341	     0.00654828	     0.00520157	      0.0026566	     0.00519859	      0.0131107	      0.0134628
     0.00220498	     0.00252031	      0.0036706	     0.00326609	      0.0010647	     0.00249193	     0.00272027	     0.00393799	     0.00359341	     0.00319733	     0.00519859	      0.0026566	     0.00520157	     0.00654828	      0.0134628	      0.0131107	              0	              0	              0	              0	              0	              0	              0	              0	      0.0027613	     0.00325251	     0.00436922	     0.00436922	     0.00223097	     0.00302343	     0.00327973	     0.00394623	     0.00166177	     0.00123849	     0.00240539	     0.00156161	     0.00199317	     0.00241412	     0.00248645	     0.00259083	     0.00498705	      0.0049604	     0.00853658	     0.00571628	      0.0047545	      0.0112327	      0.0313046	      0.0180303
     0.00393799	     0.00272027	     0.00249193	      0.0010647	     0.00326609	      0.0036706	     0.00252031	     0.00220498	      0.0131107	      0.0134628	     0.00654828	     0.00520157	      0.0026566	     0.00519859	     0.00319733	     0.00359341	     0.00394623	     0.00327973	     0.00302343	     0.00223097	     0.00436922	     0.00436922	     0.00325251	      0.0027613	              0	              0	              0	              0	              0	              0	              0	              0	     0.00498705	      0.0049604	     0.00853658	     0.00571628	      0.0047545	      0.0112327	      0.0313046	      0.0180303	     0.00166177	     0.00123849	     0.00240539	     0.00156161	     0.00199317	     0.00241412	     0.00248645	     0.00259083
     0.00228779	     0.00151133	     0.00205394	    0.000971816	     0.00240119	     0.00270637	     0.00225754	     0.00207872	      0.0313046	      0.0180303	     0.00853658	     0.00571628	      0.0047545	      0.0112327	     0.00498705	      0.0049604	     0.00325251	      0.0027613	     0.00302343	     0.00223097	     0.00436922	     0.00436922	     0.00394623	     0.00327973	              0	              0	              0	              0	              0	              0	              0	              0	     0.00319733	     0.00359341	     0.00654828	     0.00520157	      0.0026566	     0.00519859	      0.0131107	      0.0134628	      0.0018002	     0.00158457	     0.00381781	     0.00267652	     0.00209479	     0.00275831	     0.00318075	     0.00378638
     0.00231852	     0.00194565	     0.00393799	     0.00272027	     0.00244976	     0.00318121	     0.00326609	      0.0036706	     0.00899262	     0.00545743	     0.00572326	     0.00368223	      0.0131107	      0.0134628	     0.00654828	     0.00520157	     0.00297744	     0.00297744	     0.00394623	     0.00327973	     0.00327973	     0.00394623	     0.00436922	     0.00436922	              0	              0	              0	              0	              0	              0	              0	              0	     0.00264687	     0.00284587	     0.00378638	     0.00318075	     0.00152861	     0.00300266	     0.00267652	     0.00381781	     0.00545743	     0.00899262	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00520157	     0.00654828
     0.00134424	     0.00129557	     0.00228779	     0.00151133	     0.00164911	     0.00200882	     0.00240119	     0.00270637	     0.00658347	     0.00403878	      0.0051443	     0.00320291	      0.0313046	      0.0180303	     0.00853658	     0.00571628	     0.00218259	     0.00218259	     0.00325251	      0.0027613	      0.0027613	     0.00325251	     0.00436922	     0.00436922	              0	              0	              0	              0	              0	              0	              0	              0	     0.00166557	     0.00193813	     0.00259083	     0.00248645	     0.00103409	     0.00169233	     0.00156161	     0.00240539	     0.00403878	     0.00658347	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00571628	     0.00853658
      0.0202471	      0.0271147	     0.00733448	     0.00278869	     0.00597349	     0.00803994	     0.00410488	     0.00372567	     0.00156161	     0.00240539	     0.00259083	     0.00248645	     0.00103409	     0.00169233	     0.00166557	     0.00193813	     0.00436922	     0.00436922	     0.00325251	      0.0027613	      0.0027613	     0.00325251	     0.00218259	     0.00218259	              0	              0	              0	              0	              0	              0	              0	              0	     0.00853658	     0.00571628	      0.0051443	     0.00320291	      0.0313046	      0.0180303	     0.00658347	     0.00403878	     0.00240539	     0.00156161	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00193813	     0.00166557
      0.0112487	      0.0172936	     0.00898499	     0.00429624	     0.00494438	     0.00704484	     0.00444783	     0.00445262	     0.00267652	     0.00381781	     0.00378638	     0.00318075	     0.00152861	     0.00300266	     0.00264687	     0.00284587	     0.00436922	     0.00436922	     0.00394623	     0.00327973	     0.00327973	     0.00394623	     0.00297744	     0.00297744	              0	              0	              0	              0	              0	              0	              0	              0	     0.00654828	     0.00520157	     0.00572326	     0.00368223	      0.0131107	      0.0134628	     0.00899262	     0.00545743	     0.00381781	     0.00267652	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00284587	     0.00264687
      0.0063533	      0.0113188	      0.0202471	      0.0271147	     0.00403878	     0.00658347	     0.00597349	     0.00803994	     0.00123849	     0.00166177	     0.00241412	     0.00199317	     0.00156161	     0.00240539	     0.00259083	     0.00248645	     0.00327973	     0.00394623	     0.00436922	     0.00436922	     0.00223097	     0.00302343	      0.0027613	     0.00325251	              0	              0	              0	              0	              0	              0	              0	              0	     0.00378638	     0.00318075	     0.00275831	     0.00209479	     0.00267652	     0.00381781	     0.00158457	      0.0018002	      0.0134628	      0.0131107	     0.00519859	      0.0026566	     0.00520157	     0.00654828	     0.00359341	     0.00319733
      0.0032358	     0.00483592	      0.0112487	      0.0172936	     0.00284806	     0.00428868	     0.00494438	     0.00704484	     0.00158457	      0.0018002	     0.00275831	     0.00209479	     0.00267652	     0.00381781	     0.00378638	     0.00318075	      0.0027613	     0.00325251	     0.00436922	     0.00436922	     0.00223097	     0.00302343	     0.00327973	     0.00394623	              0	              0	              0	              0	              0	              0	              0	              0	     0.00259083	     0.00248645	     0.00241412	     0.00199317	     0.00156161	     0.00240539	     0.00123849	     0.00166177	      0.0180303	      0.0313046	      0.0112327	      0.0047545	     0.00571628	     0.00853658	      0.0049604	     0.00498705
      0.0113188	      0.0063533	     0.00658347	     0.00403878	      0.0271147	      0.0202471	     0.00803994	     0.00597349	     0.00166177	     0.00123849	     0.00240539	     0.00156161	     0.00199317	     0.00241412	     0.00248645	     0.00259083	      0.0131107	      0.0134628	     0.00654828	     0.00520157	      0.0026566	     0.00519859	     0.00319733	     0.00359341	     0.00158457	      0.0018002	     0.00275831	     0.00209479	     0.00267652	     0.00381781	     0.00378638	     0.00318075	              0	              0	              0	              0	              0	              0	              0	              0	     0.00394623	     0.00327973	     0.00302343	     0.00223097	     0.00436922	     0.00436922	     0.00325251	      0.0027613
     0.00483592	      0.0032358	     0.00428868	     0.00284806	      0.0172936	      0.0112487	     0.00704484	     0.00494438	      0.0018002	     0.00158457	     0.00381781	     0.00267652	     0.00209479	     0.00275831	     0.00318075	     0.00378638	      0.0313046	      0.0180303	     0.00853658	     0.00571628	      0.0047545	      0.0112327	     0.00498705	      0.0049604	     0.00123849	     0.00166177	     0.00241412	     0.00199317	     0.00156161	     0.00240539	     0.00259083	     0.00248645	              0	              0	              0	              0	              0	              0	              0	              0	     0.00325251	      0.0027613	     0.00302343	     0.00223097	     0.00436922	     0.00436922	     0.00394623	     0.00327973
     0.00194565	     0.00231852	     0.00318121	     0.00244976	     0.00272027	     0.00393799	      0.0036706	     0.00326609	     0.00545743	     0.00899262	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00520157	     0.00654828	     0.00899262	     0.00545743	     0.00572326	     0.00368223	      0.0131107	      0.0134628	     0.00654828	     0.00520157	     0.00267652	     0.00381781	     0.00378638	     0.00318075	     0.00152861	     0.00300266	     0.00264687	     0.00284587	              0	              0	              0	              0	              0	              0	              0	              0	     0.00297744	     0.00297744	     0.00394623	     0.00327973	     0.00327973	     0.00394623	     0.00436922	     0.00436922
     0.00129557	     0.00134424	     0.00200882	     0.00164911	     0.00151133	     0.00228779	     0.00270637	     0.00240119	     0.00403878	     0.00658347	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00571628	     0.00853658	     0.00658347	     0.00403878	      0.0051443	     0.00320291	      0.0313046	      0.0180303	     0.00853658	     0.00571628	     0.00156161	     0.00240539	     0.00259083	     0.00248645	     0.00103409	     0.00169233	     0.00166557	     0.00193813	              0	              0	              0	              0	              0	              0	              0	              0	     0.00218259	     0.00218259	     0.00325251	      0.0027613	      0.0027613	     0.00325251	     0.00436922	     0.00436922
      0.0271147	      0.0202471	     0.00803994	     0.00597349	     0.00278869	     0.00733448	     0.00372567	     0.00410488	     0.00240539	     0.00156161	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00193813	     0.00166557	     0.00156161	     0.00240539	     0.00259083	     0.00248645	     0.00103409	     0.00169233	     0.00166557	     0.00193813	     0.00658347	     0.00403878	      0.0051443	     0.00320291	      0.0313046	      0.0180303	     0.00853658	     0.00571628	              0	              0	              0	              0	              0	              0	              0	              0	     0.00436922	     0.00436922	     0.00325251	      0.0027613	      0.0027613	     0.00325251	     0.00218259	     0.00218259
      0.0172936	      0.0112487	     0.00704484	     0.00494438	     0.00429624	     0.00898499	     0.00445262	     0.00444783	     0.00381781	     0.00267652	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00284587	     0.00264687	     0.00267652	     0.00381781	     0.00378638	     0.00318075	     0.00152861	     0.00300266	     0.00264687	     0.00284587	     0.00899262	     0.00545743	     0.00572326	     0.00368223	      0.0131107	      0.0134628	     0.00654828	     0.00520157	              0	              0	              0	              0	              0	              0	              0	              0	     0.00436922	     0.00436922	     0.00394623	     0.00327973	     0.00327973	     0.00394623	     0.00297744	     0.00297744
     0.00272027	     0.00393799	      0.0036706	     0.00326609	      0.0010647	     0.00249193	     0.00220498	     0.00252031	      0.0134628	      0.0131107	     0.00519859	      0.0026566	     0.00520157	     0.00654828	     0.00359341	     0.00319733	     0.00123849	     0.00166177	     0.00241412	     0.00199317	     0.00156161	     0.00240539	     0.00259083	     0.00248645	      0.0313046	      0.0180303	     0.00853658	     0.00571628	      0.0047545	      0.0112327	     0.00498705	      0.0049604	              0	              0	              0	              0	              0	              0	              0	              0	     0.00327973	     0.00394623	     0.00436922	     0.00436922	     0.00223097	     0.00302343	      0.0027613	     0.00325251
     0.00151133	     0.00228779	     0.00270637	     0.00240119	    0.000971816	     0.00205394	     0.00207872	     0.00225754	      0.0180303	      0.0313046	      0.0112327	      0.0047545	     0.00571628	     0.00853658	      0.0049604	     0.00498705	     0.00158457	      0.0018002	     0.00275831	     0.00209479	     0.00267652	     0.00381781	     0.00378638	     0.00318075	      0.0131107	      0.0134628	     0.00654828	     0.00520157	      0.0026566	     0.00519859	     0.00319733	     0.00359341	              0	              0	              0	              0	              0	              0	              0	              0	      0.0027613	     0.00325251	     0.00436922	     0.00436922	     0.00223097	     0.00302343	     0.00327973	     0.00394623
     0.00597349	     0.00803994	      0.0202471	      0.0271147	     0.00403878	     0.00658347	      0.0063533	      0.0113188	     0.00259083	     0.00248645	     0.00241412	     0.00199317	     0.00156161	     0.00240539	     0.00123849	     0.00166177	     0.00318075	     0.00378638	     0.00381781	     0.00267652	     0.00209479	     0.00275831	      0.0018002	     0.00158457	     0.00359341	     0.00319733	     0.00519859	      0.0026566	     0.00520157	     0.00654828	      0.0134628	      0.0131107	     0.00394623	     0.00327973	     0.00302343	     0.00223097	     0.00436922	     0.00436922	     0.00325251	      0.0027613	              0	              0	              0	              0	              0	              0	              0	              0
     0.00494438	     0.00704484	      0.0112487	      0.0172936	     0.00284806	     0.00428868	      0.0032358	     0.00483592	     0.00378638	     0.00318075	     0.00275831	     0.00209479	     0.00267652	     0.00381781	     0.00158457	      0.0018002	     0.00248645	     0.00259083	     0.00240539	     0.00156161	     0.00199317	     0.00241412	     0.00166177	     0.00123849	      0.0049604	     0.00498705	      0.0112327	      0.0047545	     0.00571628	     0.00853658	      0.0180303	      0.0313046	     0.00325251	      0.0027613	     0.00302343	     0.00223097	     0.00436922	     0.00436922	     0.00394623	     0.00327973	              0	              0	              0	              0	              0	              0	              0	              0
     0.00326609	      0.0036706	     0.00393799	     0.00272027	     0.00244976	     0.00318121	     0.00231852	     0.00194565	     0.00654828	     0.00520157	     0.00572326	     0.00368223	      0.0131107	      0.0134628	     0.00899262	     0.00545743	     0.00284587	     0.00264687	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00381781	     0.00267652	     0.00520157	     0.00654828	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00545743	     0.00899262	     0.00297744	     0.00297744	     0.00394623	     0.00327973	     0.00327973	     0.00394623	     0.00436922	     0.00436922	              0	              0	              0	              0	              0	              0	              0	              0
     0.00240119	     0.00270637	     0.00228779	     0.00151133	     0.00164911	     0.00200882	     0.00134424	     0.00129557	     0.00853658	     0.00571628	      0.0051443	     0.00320291	      0.0313046	      0.0180303	     0.00658347	     0.00403878	     0.00193813	     0.00166557	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00240539	     0.00156161	     0.00571628	     0.00853658	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00403878	     0.00658347	     0.00218259	     0.00218259	     0.00325251	      0.0027613	      0.0027613	     0.00325251	     0.00436922	     0.00436922	              0	              0	              0	              0	              0	              0	              0	              0
     0.00410488	     0.00372567	     0.00733448	     0.00278869	     0.00597349	     0.00803994	      0.0202471	      0.0271147	     0.00166557	     0.00193813	     0.00259083	     0.00248645	     0.00103409	     0.00169233	     0.00156161	     0.00240539	     0.00571628	     0.00853658	      0.0180303	      0.0313046	     0.00320291	      0.0051443	     0.00403878	     0.00658347	     0.00193813	     0.00166557	     0.00169233	     0.00103409	     0.00248645	     0.00259083	     0.00240539	     0.00156161	     0.00436922	     0.00436922	     0.00325251	      0.0027613	      0.0027613	     0.00325251	     0.00218259	     0.00218259	              0	              0	              0	              0	              0	              0	              0	              0
     0.00444783	     0.00445262	     0.00898499	     0.00429624	     0.00494438	     0.00704484	      0.0112487	      0.0172936	     0.00264687	     0.00284587	     0.00378638	     0.00318075	     0.00152861	     0.00300266	     0.00267652	     0.00381781	     0.00520157	     0.00654828	      0.0134628	      0.0131107	     0.00368223	     0.00572326	     0.00545743	     0.00899262	     0.00284587	     0.00264687	     0.00300266	     0.00152861	     0.00318075	     0.00378638	     0.00381781	     0.00267652	     0.00436922	     0.00436922	     0.00394623	     0.00327973	     0.00327973	     0.00394623	     0.00297744	     0.00297744	              0	              0	              0	              0	              0	              0	              0	              0
